id,country,state,neighbourhood_cleansed,property_type,square_meters,price,room_type,bathrooms,bedrooms,beds
11463547,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.47,$659.00 ,Entire home/apt,1,1,1
4895313,Australia,NSW,BYRON SHIRE COUNCIL,House,29.02,$915.00 ,Entire home/apt,2,3,3
4449013,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.90,$800.00 ,Private room,1,1,2
31520305,Australia,NSW,BYRON SHIRE COUNCIL,House,28.45,$800.00 ,Entire home/apt,2,3,4
18030582,Australia,New South Wales,BYRON SHIRE COUNCIL,Apartment,28.18,$750.00 ,Entire home/apt,1,2,3
17177635,Australia,NSW,BYRON SHIRE COUNCIL,House,28.73,$983.00 ,Entire home/apt,3,3,3
22249412,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,27.65,$621.00 ,Entire home/apt,0,1,1
13644267,Australia,NSW,BYRON SHIRE COUNCIL,House,28.19,$704.00 ,Entire home/apt,2,3,3
9079403,Australia,New South Wales,BYRON SHIRE COUNCIL,House,27.61,$751.00 ,Entire home/apt,1.5,3,4
16259990,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.62,$662.00 ,Entire home/apt,1,2,3
31772132,Australia,,BYRON SHIRE COUNCIL,House,30.55,"$1,058.00 ",Entire home/apt,2,4,6
22306819,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.24,$625.00 ,Entire home/apt,1,1,1
19369129,Australia,NSW,BYRON SHIRE COUNCIL,House,27.94,$710.00 ,Entire home/apt,2.5,3,3
4856570,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.09,$710.00 ,Entire home/apt,1,1,1
18827104,Australia,,BYRON SHIRE COUNCIL,Apartment,28.79,$810.00 ,Entire home/apt,1,2,3
9358143,Australia,NSW,BYRON SHIRE COUNCIL,House,31.53,"$1,150.00 ",Entire home/apt,1,2,2
20852387,Australia,NSW,BYRON SHIRE COUNCIL,House,29.38,$996.00 ,Entire home/apt,2.5,3,6
14934128,Australia,NSW,BYRON SHIRE COUNCIL,House,30.86,$870.00 ,Entire home/apt,2,2,2
30417331,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.30,$999.00 ,Entire home/apt,2,3,5
24024310,Australia,NSW,BYRON SHIRE COUNCIL,House,28.83,$715.00 ,Entire home/apt,1.5,2,3
3594865,Australia,NSW,BYRON SHIRE COUNCIL,House,30.60,"$1,000.00 ",Entire home/apt,2.5,4,6
3908203,Australia,,BYRON SHIRE COUNCIL,Apartment,27.73,$633.00 ,Entire home/apt,2,3,4
6377162,Australia,NSW,BYRON SHIRE COUNCIL,House,30.66,"$1,249.00 ",Entire home/apt,1,3,10
7748946,Australia,NSW,BYRON SHIRE COUNCIL,House,30.35,"$1,250.00 ",Entire home/apt,1,4,10
11244126,Australia,NSW,BYRON SHIRE COUNCIL,House,30.66,"$1,250.00 ",Entire home/apt,2,3,3
16418693,Australia,NSW,BYRON SHIRE COUNCIL,House,30.62,"$1,005.00 ",Entire home/apt,2.5,4,5
4959111,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.86,$675.00 ,Entire home/apt,1,1,1
2292499,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.72,$720.00 ,Entire home/apt,2,2,4
7774209,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.72,$720.00 ,Entire home/apt,1,1,1
15195103,Australia,NSW,BYRON SHIRE COUNCIL,House,30.00,$720.00 ,Entire home/apt,2,4,0
21072034,Australia,NSW,BYRON SHIRE COUNCIL,House,26.63,$636.00 ,Entire home/apt,1,2,4
30302988,Australia,NSW,BYRON SHIRE COUNCIL,House,28.31,$723.00 ,Entire home/apt,2,3,5
3364735,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.16,"$1,015.00 ",Entire home/apt,2,2,0
2731583,Australia,NSW,BYRON SHIRE COUNCIL,House,29.17,"$1,175.00 ",Private room,1,1,2
28206014,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,26.94,$685.00 ,Entire home/apt,1,1,1
31388324,Australia,NSW,BYRON SHIRE COUNCIL,House,29.20,"$1,100.00 ",Entire home/apt,3,4,5
29783353,Australia,NSW,BYRON SHIRE COUNCIL,House,31.02,"$1,100.00 ",Entire home/apt,2,6,10
9843532,Australia,NSW,BYRON SHIRE COUNCIL,Other,28.34,$895.00 ,Entire home/apt,2,2,3
1240901,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,28.39,$690.00 ,Entire home/apt,1,1,1
3742834,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.13,"$1,031.00 ",Entire home/apt,2,3,4
6436888,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.57,$650.00 ,Entire home/apt,2,2,3
29573472,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.27,$692.00 ,Entire home/apt,1,1,1
24206113,Australia,NSW,BYRON SHIRE COUNCIL,House,30.72,$900.00 ,Entire home/apt,1,2,2
18675782,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.42,$652.00 ,Entire home/apt,2,3,4
9014870,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.54,$740.00 ,Entire home/apt,1,1,1
23714736,Australia,NSW,BYRON SHIRE COUNCIL,House,27.02,$653.00 ,Entire home/apt,1,1,1
2310651,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.14,$696.00 ,Entire home/apt,1,3,3
3139999,Australia,,BYRON SHIRE COUNCIL,House,31.70,"$1,117.00 ",Entire home/apt,2,4,5
4786653,Australia,New South Wales,BYRON SHIRE COUNCIL,House,30.46,$848.00 ,Entire home/apt,1,3,4
24165312,Australia,NSW,BYRON SHIRE COUNCIL,House,31.41,"$1,120.00 ",Entire home/apt,1.5,3,4
21180487,Australia,NSW,BYRON SHIRE COUNCIL,House,30.51,"$1,299.00 ",Entire home/apt,2,4,5
20571451,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.70,$849.00 ,Entire home/apt,1,3,4
23093494,Australia,NSW,BYRON SHIRE COUNCIL,House,29.58,$795.00 ,Entire home/apt,2,2,3
19271634,Australia,NSW,BYRON SHIRE COUNCIL,House,28.71,$851.00 ,Entire home/apt,3,3,3
2305134,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.77,$853.00 ,Entire home/apt,1,2,3
10105939,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.31,$749.00 ,Entire home/apt,1,2,2
1057015,Australia,NSW,BYRON SHIRE COUNCIL,House,29.00,"$1,050.00 ",Entire home/apt,2,3,5
33321995,Australia,NSW,BYRON SHIRE COUNCIL,Other,28.16,$800.00 ,Entire home/apt,1,0,2
18861837,Australia,NSW,BYRON SHIRE COUNCIL,House,27.92,$661.00 ,Entire home/apt,2,3,3
25781752,Australia,NSW,BYRON SHIRE COUNCIL,House,29.61,$750.00 ,Entire home/apt,2,4,7
22215123,Australia,NSW,BYRON SHIRE COUNCIL,House,29.90,$750.00 ,Entire home/apt,2,3,3
20018012,Australia,NSW,BYRON SHIRE COUNCIL,House,27.31,$750.00 ,Entire home/apt,2,3,4
13831011,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.90,$750.00 ,Entire home/apt,1,1,1
2419367,Australia,NSW,BYRON SHIRE COUNCIL,House,30.51,$980.00 ,Entire home/apt,2,4,4
4633815,Australia,NSW,BYRON SHIRE COUNCIL,House,28.18,$751.00 ,Entire home/apt,2,3,4
30399973,Australia,NSW,BYRON SHIRE COUNCIL,House,27.61,$751.00 ,Entire home/apt,2,2,2
25548335,Australia,,BYRON SHIRE COUNCIL,House,27.07,$707.00 ,Entire home/apt,2,3,4
3988729,Australia,NSW,BYRON SHIRE COUNCIL,House,29.64,$860.00 ,Entire home/apt,2,3,3
20216927,Australia,NSW,BYRON SHIRE COUNCIL,House,29.35,$805.00 ,Entire home/apt,3,4,5
4433962,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.27,"$1,320.00 ",Entire home/apt,1,1,1
26609636,Australia,NSW,BYRON SHIRE COUNCIL,House,31.49,"$1,140.00 ",Entire home/apt,2.5,4,6
5737685,Australia,NSW,BYRON SHIRE COUNCIL,House,29.95,$989.00 ,Entire home/apt,1,2,2
31546764,Australia,NSW,BYRON SHIRE COUNCIL,House,27.94,$710.00 ,Entire home/apt,1,0,2
9067014,Australia,NSW,BYRON SHIRE COUNCIL,House,29.37,$710.00 ,Entire home/apt,1,3,3
28840665,Australia,NSW,BYRON SHIRE COUNCIL,House,28.46,$990.00 ,Entire home/apt,4,4,4
7308812,Australia,NSW,BYRON SHIRE COUNCIL,House,28.77,$925.00 ,Entire home/apt,3,3,4
30548024,Australia,NSW,BYRON SHIRE COUNCIL,House,29.06,"$1,064.00 ",Entire home/apt,1,1,2
4175317,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.65,$759.00 ,Entire home/apt,1.5,2,2
5750088,Australia,New South Wales,BYRON SHIRE COUNCIL,House,28.52,$760.00 ,Entire home/apt,2,2,3
8506376,Australia,NSW,BYRON SHIRE COUNCIL,House,29.67,$994.00 ,Entire home/apt,2,4,5
16099217,Australia,NSW,BYRON SHIRE COUNCIL,House,29.68,"$1,330.00 ",Entire home/apt,2.5,4,5
28938758,Australia,NSW,BYRON SHIRE COUNCIL,House,31.16,$929.00 ,Entire home/apt,1.5,3,5
22091048,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,27.97,$715.00 ,Entire home/apt,1,2,2
8410635,Australia,New South Wales,BYRON SHIRE COUNCIL,House,29.69,"$1,070.00 ",Entire home/apt,1,0,1
16498049,Australia,NSW,BYRON SHIRE COUNCIL,House,32.19,"$1,334.00 ",Entire home/apt,2,2,3
9143151,Australia,NSW,BYRON SHIRE COUNCIL,House,29.98,$716.00 ,Entire home/apt,1,2,4
20311177,Australia,NSW,BYRON SHIRE COUNCIL,House,27.69,$716.00 ,Entire home/apt,3,3,5
30774788,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.10,$999.00 ,Entire home/apt,2,3,4
18812151,Australia,,BYRON SHIRE COUNCIL,Apartment,29.12,$816.00 ,Entire home/apt,2,2,2
10252168,Australia,NSW,BYRON SHIRE COUNCIL,House,30.00,"$1,000.00 ",Entire home/apt,1,3,6
21477530,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.98,$766.00 ,Entire home/apt,1.5,2,2
11088697,Australia,NSW,BYRON SHIRE COUNCIL,House,28.85,$820.00 ,Entire home/apt,1,1,1
3416210,Australia,NSW,BYRON SHIRE COUNCIL,House,30.60,$821.00 ,Entire home/apt,3,2,3
550619,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.31,$770.00 ,Entire home/apt,2,2,5
33943299,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.42,"$1,251.00 ",Entire home/apt,2,2,3
7136717,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,29.45,$679.00 ,Entire home/apt,1,1,1
29806693,Australia,NSW,BYRON SHIRE COUNCIL,House,32.24,"$1,350.00 ",Entire home/apt,1,2,3
30825806,Australia,NSW,BYRON SHIRE COUNCIL,House,30.05,"$1,350.00 ",Entire home/apt,1,2,3
21463413,Australia,NSW,BYRON SHIRE COUNCIL,House,30.68,"$1,350.00 ",Entire home/apt,1,4,4
28612040,Australia,NSW,BYRON SHIRE COUNCIL,House,29.74,$880.00 ,Entire home/apt,4,4,4
18950056,Australia,NSW,BYRON SHIRE COUNCIL,House,29.74,$680.00 ,Entire home/apt,2,3,4
999432,Australia,NSW,BYRON SHIRE COUNCIL,House,30.94,"$1,010.00 ",Entire home/apt,1.5,3,4
16057486,Australia,NSW,BYRON SHIRE COUNCIL,House,31.29,"$1,169.00 ",Entire home/apt,1.5,3,3
2263422,Australia,NSW,BYRON SHIRE COUNCIL,House,27.19,$728.00 ,Entire home/apt,1,3,4
31460920,Australia,NSW,BYRON SHIRE COUNCIL,House,29.47,$949.00 ,Entire home/apt,1,3,12
4496193,Australia,NSW,BYRON SHIRE COUNCIL,House,30.37,$949.00 ,Entire home/apt,1.5,4,7
5826076,Australia,New South Wales,BYRON SHIRE COUNCIL,House,30.97,$950.00 ,Entire home/apt,2,3,4
588008,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,30.06,$730.00 ,Entire home/apt,1,1,1
18096834,Australia,NSW,BYRON SHIRE COUNCIL,House,28.05,$780.00 ,Entire home/apt,1.5,3,2
17238744,Australia,NSW,BYRON SHIRE COUNCIL,House,29.50,$780.00 ,Entire home/apt,1,3,3
3655690,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.10,"$1,367.00 ",Entire home/apt,3,3,3
21058960,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.49,"$1,270.00 ",Entire home/apt,2,0,3
19597450,Australia,NSW,BYRON SHIRE COUNCIL,House,28.93,$782.00 ,Entire home/apt,1,2,4
23587820,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,28.37,$734.00 ,Entire home/apt,1,0,1
1733550,Australia,NSW,BYRON SHIRE COUNCIL,House,30.72,"$1,100.00 ",Entire home/apt,2,5,7
32223203,Australia,NSW,BYRON SHIRE COUNCIL,House,31.63,"$1,100.00 ",Entire home/apt,1.5,4,5
33726758,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,29.82,$736.00 ,Entire home/apt,1,0,2
2883029,Australia,NSW,BYRON SHIRE COUNCIL,House,28.95,$785.00 ,Entire home/apt,2,3,3
11534614,Australia,New South Wales,BYRON SHIRE COUNCIL,House,29.22,"$1,106.00 ",Entire home/apt,2.5,2,2
6605840,Australia,NSW,BYRON SHIRE COUNCIL,House,29.83,"$1,190.00 ",Entire home/apt,1.5,2,1
28566789,Australia,NSW,BYRON SHIRE COUNCIL,House,31.02,$900.00 ,Entire home/apt,2,4,5
34125852,Australia,NSW,BYRON SHIRE COUNCIL,House,28.07,$900.00 ,Entire home/apt,3.5,4,4
839246,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.79,"$1,386.00 ",Entire home/apt,1.5,2,2
15401817,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,29.56,$696.00 ,Entire home/apt,1,1,1
32771923,Australia,NSW,BYRON SHIRE COUNCIL,House,30.48,"$1,199.00 ",Entire home/apt,2,3,3
121842,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.10,"$1,199.00 ",Entire home/apt,1,1,1
15244154,Australia,NSW,BYRON SHIRE COUNCIL,House,29.87,$970.00 ,Entire home/apt,2,2,2
33618724,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.44,"$1,394.00 ",Entire home/apt,1.5,3,4
7469823,Australia,NSW,BYRON SHIRE COUNCIL,House,28.74,$700.00 ,Entire home/apt,1,3,6
723936,Australia,NSW,BYRON SHIRE COUNCIL,House,27.55,$795.00 ,Entire home/apt,2,3,3
16325045,Australia,NSW,BYRON SHIRE COUNCIL,House,28.96,"$1,119.00 ",Entire home/apt,2.5,4,4
32747550,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.42,$850.00 ,Entire home/apt,2,3,4
24698864,Australia,NSW,BYRON SHIRE COUNCIL,House,29.27,"$1,120.00 ",Entire home/apt,2,3,5
30295275,Australia,NSW,BYRON SHIRE COUNCIL,House,28.44,$798.00 ,Entire home/apt,2,3,3
6661445,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.90,$799.00 ,Entire home/apt,1,2,3
21864729,Australia,NSW,BYRON SHIRE COUNCIL,House,30.21,"$1,209.00 ",Entire home/apt,2.5,3,7
15688767,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.04,$750.00 ,Entire home/apt,1,1,1
29743096,Australia,NSW,BYRON SHIRE COUNCIL,House,29.33,$750.00 ,Entire home/apt,2,3,5
21903493,Australia,NSW,BYRON SHIRE COUNCIL,House,27.87,$800.00 ,Entire home/apt,2,3,4
9802598,Australia,NSW,BYRON SHIRE COUNCIL,House,32.42,"$1,405.00 ",Entire home/apt,2.5,3,3
14990472,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,32.37,"$1,210.00 ",Entire home/apt,1,0,5
25548619,Australia,,BYRON SHIRE COUNCIL,House,29.34,$752.00 ,Entire home/apt,3,5,7
24783530,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.42,"$1,309.00 ",Entire home/apt,2,2,2
6428305,Australia,NSW,BYRON SHIRE COUNCIL,House,30.24,$921.00 ,Entire home/apt,1,3,3
23901842,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.52,$807.00 ,Entire home/apt,2,3,6
22731620,Australia,NSW,BYRON SHIRE COUNCIL,House,29.95,"$1,225.00 ",Private room,1,1,1
28813817,Australia,NSW,BYRON SHIRE COUNCIL,House,30.86,$990.00 ,Entire home/apt,4,4,4
23754494,Australia,NSW,BYRON SHIRE COUNCIL,House,30.85,$925.00 ,Entire home/apt,2,5,9
24137369,Australia,NSW,BYRON SHIRE COUNCIL,House,32.47,"$1,324.00 ",Entire home/apt,2,3,5
9409843,Australia,NSW,BYRON SHIRE COUNCIL,House,29.09,$929.00 ,Entire home/apt,2,2,3
9909473,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.10,$931.00 ,Entire home/apt,1,3,3
6696025,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,29.99,"$1,330.00 ",Entire home/apt,1,0,1
9032777,Australia,New South Wales,BYRON SHIRE COUNCIL,House,28.28,$718.00 ,Entire home/apt,1,2,2
30352402,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,32.14,"$1,150.00 ",Entire home/apt,1,1,1
33049892,Australia,,BYRON SHIRE COUNCIL,House,28.80,$999.00 ,Entire home/apt,2,3,4
30774666,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.70,$999.00 ,Entire home/apt,2,3,5
30405240,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.40,$999.00 ,Entire home/apt,2,3,5
399928,Australia,NSW,BYRON SHIRE COUNCIL,House,30.60,"$1,000.00 ",Entire home/apt,1,3,3
3231237,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.00,$720.00 ,Entire home/apt,1,1,1
32753904,Australia,NSW,BYRON SHIRE COUNCIL,House,27.43,$720.00 ,Entire home/apt,2,3,4
19789181,Australia,NSW,BYRON SHIRE COUNCIL,House,30.94,"$1,241.00 ",Entire home/apt,2,3,5
30778930,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.43,$821.00 ,Entire home/apt,1,1,1
18797217,Australia,NSW,BYRON SHIRE COUNCIL,House,27.71,$770.00 ,Entire home/apt,2,4,5
11304398,Australia,NSW,BYRON SHIRE COUNCIL,House,32.25,"$1,450.00 ",Entire home/apt,2,3,5
28466655,Australia,NSW,BYRON SHIRE COUNCIL,House,32.56,"$1,450.00 ",Entire home/apt,4,4,5
24023411,Australia,NSW,BYRON SHIRE COUNCIL,House,30.03,$725.00 ,Entire home/apt,2,3,3
4431180,Australia,NSW,BYRON SHIRE COUNCIL,House,30.62,$825.00 ,Entire home/apt,1,1,1
15057422,Australia,NSW,BYRON SHIRE COUNCIL,House,32.21,"$1,250.00 ",Entire home/apt,2,3,3
9532065,Australia,NSW,BYRON SHIRE COUNCIL,House,30.05,$775.00 ,Entire home/apt,2,5,6
3752620,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.56,"$1,015.00 ",Entire home/apt,1,2,3
23342421,Australia,NSW,BYRON SHIRE COUNCIL,House,31.26,$949.00 ,Entire home/apt,1,4,4
4379478,Australia,New South Wales,BYRON SHIRE COUNCIL,House,29.77,"$1,090.00 ",Entire home/apt,2,4,5
936374,Australia,NSW,BYRON SHIRE COUNCIL,House,29.18,$950.00 ,Entire home/apt,2,3,2
26573109,Australia,NSW,BYRON SHIRE COUNCIL,House,31.65,"$1,359.00 ",Entire home/apt,1,2,4
21881689,Australia,NSW,BYRON SHIRE COUNCIL,House,31.35,"$1,270.00 ",Entire home/apt,2.5,3,4
2083377,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,33.29,"$1,480.00 ",Entire home/apt,3,4,15
2333137,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.81,$788.00 ,Entire home/apt,2,3,3
907348,Australia,NSW,BYRON SHIRE COUNCIL,House,28.62,"$1,030.00 ",Entire home/apt,1.5,3,4
3732235,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.43,"$1,031.00 ",Entire home/apt,2,3,4
18044480,Australia,NSW,BYRON SHIRE COUNCIL,House,29.54,$900.00 ,Entire home/apt,1.5,4,5
2478585,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,30.45,$795.00 ,Entire home/apt,1,1,1
22085887,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.13,"$1,500.00 ",Entire home/apt,1.5,3,5
2310749,Australia,NSW,BYRON SHIRE COUNCIL,House,32.37,"$1,390.00 ",Entire home/apt,2.5,3,5
32747888,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.42,$850.00 ,Entire home/apt,2,3,4
29742391,Australia,NSW,BYRON SHIRE COUNCIL,House,29.88,$850.00 ,Entire home/apt,2,3,4
9260739,Australia,NSW,BYRON SHIRE COUNCIL,House,30.18,"$1,501.00 ",Entire home/apt,3,4,8
6215872,Australia,New South Wales,BYRON SHIRE COUNCIL,Apartment,28.44,$799.00 ,Entire home/apt,1,2,3
21715437,Australia,NSW,BYRON SHIRE COUNCIL,House,27.60,$750.00 ,Entire home/apt,2,3,3
23902388,Australia,NSW,BYRON SHIRE COUNCIL,House,27.58,$800.00 ,Entire home/apt,3,4,4
18976856,Australia,NSW,BYRON SHIRE COUNCIL,House,30.20,"$1,400.00 ",Entire home/apt,1,3,4
9121938,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.83,"$1,400.00 ",Entire home/apt,2,3,3
21115502,Australia,NSW,BYRON SHIRE COUNCIL,House,30.20,"$1,400.00 ",Entire home/apt,2.5,3,4
17670363,Australia,NSW,BYRON SHIRE COUNCIL,House,30.21,"$1,049.00 ",Entire home/apt,2.5,3,5
15915922,Australia,NSW,BYRON SHIRE COUNCIL,House,29.61,$980.00 ,Entire home/apt,2,2,2
30827563,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.73,"$1,051.00 ",Entire home/apt,1.5,2,4
15890105,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.07,$755.00 ,Entire home/apt,1,2,2
15553530,Australia,NSW,BYRON SHIRE COUNCIL,House,30.22,$805.00 ,Entire home/apt,1.5,2,2
10839331,Australia,NSW,BYRON SHIRE COUNCIL,House,28.45,$919.00 ,Entire home/apt,2.5,3,3
13927508,Australia,NSW,BYRON SHIRE COUNCIL,House,29.34,$985.00 ,Entire home/apt,2,3,3
13961951,Australia,NSW,BYRON SHIRE COUNCIL,House,30.89,"$1,420.00 ",Entire home/apt,2,3,4
27031194,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.57,"$1,140.00 ",Entire home/apt,1,2,4
16470922,Australia,NSW,BYRON SHIRE COUNCIL,House,30.92,"$1,540.00 ",Entire home/apt,2,4,4
32844380,Australia,NSW,BYRON SHIRE COUNCIL,House,30.30,$999.00 ,Entire home/apt,1.5,3,7
32530805,Australia,NSW,BYRON SHIRE COUNCIL,House,30.30,"$1,150.00 ",Entire home/apt,2,4,8
30998222,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.14,"$1,150.00 ",Entire home/apt,1.5,2,3
7975416,Australia,New South Wales,BYRON SHIRE COUNCIL,House,31.58,"$1,550.00 ",Entire home/apt,2,3,4
20970939,Australia,NSW,BYRON SHIRE COUNCIL,House,32.48,"$1,239.00 ",Entire home/apt,1,2,4
26471225,Australia,NSW,BYRON SHIRE COUNCIL,House,30.02,$939.00 ,Entire home/apt,2,3,4
20624016,Australia,NSW,BYRON SHIRE COUNCIL,House,31.22,"$1,005.00 ",Entire home/apt,2,4,5
30531078,Australia,NSW,BYRON SHIRE COUNCIL,House,29.14,$940.00 ,Entire home/apt,1,3,3
19416289,Australia,NSW,BYRON SHIRE COUNCIL,House,32.52,"$1,339.00 ",Entire home/apt,2,3,4
31931656,Australia,NSW,BYRON SHIRE COUNCIL,House,28.29,$826.00 ,Entire home/apt,2,3,4
11927048,Australia,NSW,BYRON SHIRE COUNCIL,House,28.60,$775.00 ,Entire home/apt,2,3,5
17643401,Australia,NSW,BYRON SHIRE COUNCIL,House,29.14,"$1,009.00 ",Entire home/apt,2,3,4
13284701,Australia,NSW,BYRON SHIRE COUNCIL,House,29.42,"$1,250.00 ",Entire home/apt,2,3,4
33920472,Australia,NSW,BYRON SHIRE COUNCIL,House,29.42,"$1,250.00 ",Entire home/apt,3,4,4
3760146,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.57,"$1,015.00 ",Entire home/apt,1,2,4
14888602,Australia,NSW,BYRON SHIRE COUNCIL,House,30.96,$949.00 ,Entire home/apt,1,3,3
32225767,Australia,NSW,BYRON SHIRE COUNCIL,House,30.68,"$1,170.00 ",Entire home/apt,3,4,5
11285148,Australia,NSW,BYRON SHIRE COUNCIL,House,28.89,"$1,100.00 ",Entire home/apt,2.5,3,4
21562455,Australia,NSW,BYRON SHIRE COUNCIL,House,31.97,"$1,270.00 ",Entire home/apt,2,4,4
20236879,Australia,NSW,BYRON SHIRE COUNCIL,House,27.79,$841.00 ,Entire home/apt,3,3,5
20962803,Australia,NSW,BYRON SHIRE COUNCIL,House,33.63,"$1,594.00 ",Entire home/apt,3,5,8
14967401,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.01,$899.00 ,Entire home/apt,1,2,3
30825832,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.20,"$1,185.00 ",Entire home/apt,1.5,2,3
22052642,Australia,NSW,BYRON SHIRE COUNCIL,House,30.76,"$1,599.00 ",Entire home/apt,1,3,3
21647847,Australia,NSW,BYRON SHIRE COUNCIL,House,32.04,"$1,600.00 ",Entire home/apt,2,3,4
9718582,Australia,NSW,BYRON SHIRE COUNCIL,House,33.00,"$1,600.00 ",Entire home/apt,4,4,5
21438241,Australia,NSW,BYRON SHIRE COUNCIL,House,28.64,"$1,034.00 ",Entire home/apt,1,2,3
9616295,Australia,NSW,BYRON SHIRE COUNCIL,House,32.99,"$1,486.00 ",Entire home/apt,1,3,5
27065168,Australia,NSW,BYRON SHIRE COUNCIL,House,32.38,"$1,606.00 ",Entire home/apt,2.5,4,0
18934607,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,30.47,$850.00 ,Entire home/apt,1,1,1
6824347,Australia,NSW,BYRON SHIRE COUNCIL,House,31.09,"$1,196.00 ",Entire home/apt,1,2,2
9615993,Australia,NSW,BYRON SHIRE COUNCIL,House,31.11,"$1,493.00 ",Entire home/apt,2,4,6
563650,Australia,NSW,BYRON SHIRE COUNCIL,House,33.05,"$1,617.00 ",Entire home/apt,2,3,4
21414345,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.39,"$1,499.00 ",Entire home/apt,2,2,4
8412677,Australia,New South Wales,BYRON SHIRE COUNCIL,House,28.69,$975.00 ,Entire home/apt,2,3,3
25238488,Australia,NSW,BYRON SHIRE COUNCIL,House,32.08,"$1,500.00 ",Entire home/apt,3,6,7
13849335,Australia,NSW,BYRON SHIRE COUNCIL,House,28.45,$858.00 ,Entire home/apt,3,4,6
19333530,Australia,NSW,BYRON SHIRE COUNCIL,House,27.90,$805.00 ,Entire home/apt,2,3,5
31467185,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.69,"$1,299.00 ",Entire home/apt,2.5,3,3
12594268,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.07,"$1,299.00 ",Entire home/apt,2,3,4
